"issue","closedAt","pr","fate","clause","title"
"20465","2025-11-17T13:47:54Z","20796","EXCLUDED","2a no test file in diff","Custom Script Edit  Upload creates a new file but NetBox continues to execute the old version"
"20432","2025-11-14T23:09:54Z","20770","SURVIVOR","","Unable to trace Cables when single Interfaces are connected across multiple Circuits"
"20797","2025-11-13T23:06:11Z",,"EXCLUDED","4d not closed-as-completed","Unable to schedule script via API"
"20660","2025-11-11T04:47:03Z","20783","EXCLUDED","2a no test file in diff","CustomStoragesLoader creates storage on every exec_module"
"20774","2025-11-11T03:54:36Z","20782","EXCLUDED","2a no test file in diff","Actions buttons labels are not translated"
"20750","2025-11-10T14:50:43Z","20761","EXCLUDED","2a no test file in diff","Permission Cloning fails with single action selected"
"20662","2025-11-08T04:23:19Z",,"EXCLUDED","4d not closed-as-completed","Migration failure for ""extras"" from container 3.4.0 -> 3.4.1 / 0133_make_cf_minmax_decimal.py / django.db.utils.DataError: numeric field overflow"
"20771","2025-11-07T23:27:42Z","20773","EXCLUDED","2a no test file in diff","JournalEntry Comments model is not set to allow empty (blank) comments"
"19449","2025-11-07T21:57:45Z",,"EXCLUDED","4d not closed-as-completed","export csv failed if htmx navigation enabled"
"20688","2025-11-07T18:38:56Z","20762","EXCLUDED","2a no test file in diff","No active configuration revision found"
"20755","2025-11-07T14:27:55Z","20763","EXCLUDED","2a no test file in diff","Duplicate Responses in filterqueries"
"20378","2025-11-07T01:14:30Z","20764","EXCLUDED","2a no test file in diff","Unable to delete data-source when script in-use"
"19932","2025-11-07T00:29:40Z",,"EXCLUDED","4d not closed-as-completed","Rack preview wipes page content with HTMX enabled"
"20738","2025-11-06T20:37:22Z","20739","SURVIVOR","","Deleting a virtual Chassis with members does not set the device member position to None"
"20670","2025-11-06T18:49:20Z","20717","SURVIVOR","","Device (Type) Import is missing component data type validation"
"20645","2025-11-06T18:42:53Z","20725","SURVIVOR","","Cable Bulk Uploads allow blank status fields"
"20653","2025-11-04T21:58:55Z","20674","EXCLUDED","2a no test file in diff","Filtering Jobs by Object Type return empty set"
"20721","2025-10-31T16:29:29Z","20724","EXCLUDED","2a no test file in diff","Background task job details breadcrumb links generate 404 errors"
"20697","2025-10-31T14:12:42Z","20704","EXCLUDED","2a no test file in diff","Persender duplicate signal registration causes CounterCacheField doublecounting"
"20566","2025-10-31T04:23:38Z",,"EXCLUDED","4d not closed-as-completed","Device Role Creation"
"20569","2025-10-31T04:23:36Z",,"EXCLUDED","4d not closed-as-completed","Interface_count does not sync"
"20647","2025-10-31T01:08:25Z","20702","SURVIVOR","","Interface Bulk Upload can create invalid WWN values"
"20664","2025-10-30T12:55:11Z",,"EXCLUDED","4d not closed-as-completed","Label respect on Racks"
"20713","2025-10-30T12:50:11Z","20714","EXCLUDED","2a no test file in diff","Pre-change snapshot is not recorded when adding/removing virtual chassis members via UI"
"20652","2025-10-29T20:13:58Z",,"EXCLUDED","4d not closed-as-completed","Script fails with KeyError when Optional Fields with defaults are missing from API payload"
"20699","2025-10-29T18:13:22Z","20708","SURVIVOR","","Misordered changelog entries after deleting a module with components"
"20701","2025-10-28T17:36:05Z",,"EXCLUDED","4d not closed-as-completed","""Create & Add Another"" Contact form refresh troubles"
"20610","2025-10-28T17:14:35Z","20611","SURVIVOR","","VLAN Group utilization is not being calculated correctly"
"20659","2025-10-28T12:05:21Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Interface tagged VLANs are listed out of order"
"20694","2025-10-28T00:07:54Z",,"EXCLUDED","4d not closed-as-completed","Query filters are removed when adding columns to table in list view"
"20422","2025-10-27T14:02:29Z","20626","EXCLUDED","2a no test file in diff","GraphQL StrFilterLookup filter on prefix field causes unexpected error with IPNetworkField"
"20655","2025-10-27T13:25:38Z","20676","EXCLUDED","2a no test file in diff","Server Error after selecting sort by one of the columns in Permissions"
"20389","2025-10-27T13:23:41Z","20672","SURVIVOR","","Bulk rename ""Select all XX matching query"" only operates on current page"
"20646","2025-10-25T15:22:04Z","20678","SURVIVOR","","Cable Bulk Uploads allow mark_connected AND a cable to be present (validation error)"
"20459","2025-10-25T15:10:21Z","20657","EXCLUDED","2a no test file in diff","is_oob and/or is_primary do not update to false in bulk update"
"20541","2025-10-24T19:58:33Z","20579","SURVIVOR","","Ensure all custom GraphQL filter methods apply `prefix` in `Q(...)` for nested filters"
"20641","2025-10-23T16:39:50Z","20642","SURVIVOR","","AttributeError in ObjectChangeViewSet browsable API: 'NoneType' object has no attribute 'model'"
"20637","2025-10-23T15:08:23Z","20665","EXCLUDED","2a no test file in diff","Filtering devices using the `q` filter takes excessively long when many inventory items are present"
"19872","2025-10-23T13:59:31Z","20651","SURVIVOR","","Script classes silently fail validation when inherited required fields are omitted from fieldsets"
"20656","2025-10-22T10:58:28Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Upgrade error django.db.utils.IntegrityError: duplicate key value violates unique constraint ""auth_permission_pkey"""
"20568","2025-10-21T17:47:04Z",,"EXCLUDED","4d not closed-as-completed","Migrations failing with ""`core_objecttype` already exists"" when upgrading from 4.3.7 to 4.4.x"
"20551","2025-10-21T12:33:11Z","20624","EXCLUDED","2a no test file in diff","Automatic slug generation doesn't work in quick-add modals"
"20606","2025-10-20T22:12:43Z","20633","EXCLUDED","2a no test file in diff","Cannot copy values from some columns"
"20498","2025-10-20T19:30:34Z","20625","SURVIVOR","","Validation Regex is not applied to URL Custom Fields"
"20466","2025-10-19T17:51:45Z","20538","EXCLUDED","2a no test file in diff","Unable to query devices with primary-ip set in GraphQL - ""Cannot resolve keyword 'assigned_object_id' into field"""
"20524","2025-10-19T17:29:15Z","20616","SURVIVOR","","Possibility to schedule script in the past"
"20600","2025-10-16T19:02:19Z",,"EXCLUDED","4d not closed-as-completed","Bad request 400 when cloning a big export template"
"20554","2025-10-15T18:16:52Z","20591","EXCLUDED","2a no test file in diff","ipam/services: GET parent_object_type - wrong data type - integer"
"20574","2025-10-15T18:09:24Z","20575","EXCLUDED","2a no test file in diff","Init storage at BaseScript level instead of within findstorage"
"20587","2025-10-15T18:09:05Z","20592","EXCLUDED","2a no test file in diff","upgrade.sh Fails with ""issubclass() arg 1 must be a class"""
"20584","2025-10-15T18:04:40Z","20589","EXCLUDED","2a no test file in diff","Interface template with PoE type set should require a PoE mode"
"20585","2025-10-15T17:51:34Z","20590","EXCLUDED","2a no test file in diff","API Swagger crashes when a model has a singlefield `UniqueConstraint` without a condition (regression in monkeypatched DRF `get_unique_validators()`)"
"20588","2025-10-15T16:12:22Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","4.4.3 fails to correctly install on a clean Ubuntu 24.04.3 LTS VM"
"19302","2025-10-14T16:19:12Z","20549","EXCLUDED","2a no test file in diff","API blocks creation of child region with same name as top-level region, but UI allows it"
"20156","2025-10-13T05:38:46Z","20556","EXCLUDED","2a no test file in diff","Elevation Labels incorrectly showing"
"19615","2025-10-12T23:49:43Z","20455","SURVIVOR","","Invalid version request parameter to S3 storage for static files"
"19507","2025-10-12T04:03:39Z",,"EXCLUDED","4d not closed-as-completed","Incorrect prefix status shown when quick search from Aggregates -> Prefixes view"
"19720","2025-10-10T14:52:07Z",,"EXCLUDED","4d not closed-as-completed","Permissions constraints not working for MAC Address objects"
"20553","2025-10-10T08:48:43Z",,"EXCLUDED","4d not closed-as-completed","API Tokens not visible users without superuser or staff role"
"19818","2025-10-09T21:54:24Z","20525","EXCLUDED","2a no test file in diff","Virtual machines: At creation, should not ask for Primary IPv4 and IPv6"
"20542","2025-10-09T21:43:01Z","20550","SURVIVOR","","Can't create new MAC address in the new form"
"19825","2025-10-09T06:36:42Z","20219","EXCLUDED","2a no test file in diff","In debug mode (only); executing any ./manage.py command resets the current configuration revision to #1."
"20532","2025-10-09T05:13:23Z",,"EXCLUDED","4d not closed-as-completed","Various pages try to load but then end up empty"
"20517","2025-10-09T05:09:49Z",,"EXCLUDED","4d not closed-as-completed","GraphQL attribute types inconsistent with REST api"
"20290","2025-10-08T17:00:28Z",,"EXCLUDED","1 no single merged fixing PR (count=3)","Upgrade from v3.7.8 to v4.4.0 fails on migration `users.0005_alter_user_table` (`core_objecttype` missing)"
"20497","2025-10-08T13:57:16Z","20514","SURVIVOR","","Filtering `VLANGroup` by `vid_ranges.contains` in GraphQL fails with cannot cast type integer to int4range"
"20523","2025-10-08T13:56:16Z","20531","EXCLUDED","2a no test file in diff","templates/account/base.html doesn't account for passwordless options other than LDAP."
"20496","2025-10-07T17:12:00Z","20528","SURVIVOR","","MAX_PAGE_SIZE is not respected correctly on REST API calls"
"20471","2025-10-07T16:01:31Z","20478","SURVIVOR","","Saving a VLANGroup without changes creates a new changelog entry"
"20509","2025-10-07T15:48:04Z",,"EXCLUDED","4d not closed-as-completed","psycopg-c==3.2.10 package error"
"20475","2025-10-07T15:47:02Z","20479","EXCLUDED","2a no test file in diff","VLANGroup: Single VLAN IDs render as n-n after save"
"20507","2025-10-07T13:08:05Z","20522","EXCLUDED","2a no test file in diff","Contacts not returned for ASN via graphql API"
"20494","2025-10-06T19:09:58Z","20495","EXCLUDED","2a no test file in diff","REST API docs: `vid_ranges` POST example for VLANGroup is triplenested (`[[[lo, hi]]]`) instead of `[[lo, hi]]`"
"20140","2025-10-06T14:13:15Z","20503","EXCLUDED","2a no test file in diff","Changing a site's region does not change the circuit or circuit-termination region"
"20370","2025-10-03T04:23:22Z",,"EXCLUDED","4d not closed-as-completed","Importing YAML breaks sequence IDs"
"18915","2025-10-03T04:03:36Z",,"EXCLUDED","4d not closed-as-completed","Unable to view or delete uploaded image attachments in Minio"
"20470","2025-10-02T17:04:59Z",,"EXCLUDED","4d not closed-as-completed","Absolute URL's in Trace breaking Load-Balancing"
"20243","2025-09-30T18:27:33Z","20450","EXCLUDED","2a no test file in diff","SystemHousekeepingJob runs multiple times in direct succession when executions were missed"
"18878","2025-09-30T18:26:54Z","20457","EXCLUDED","2a no test file in diff","Quickadd MAC address created when adding an interface can not be saves/set as primary"
"20461","2025-09-30T16:49:15Z",,"EXCLUDED","4d not closed-as-completed","Virtual machine memory conversion wrong"
"20425","2025-09-30T15:26:20Z","20444","EXCLUDED","2a no test file in diff","Preview in quick_add form trigger Preview outside but not in the modal itself"
"20365","2025-09-30T14:46:05Z","20407","EXCLUDED","2a no test file in diff","Generating OpenAPI schema triggers multiple warnings and errors"
"20441","2025-09-29T18:05:53Z","20446","EXCLUDED","2a no test file in diff","FieldError upon sorting by contact group"
"20392","2025-09-29T17:38:38Z","20431","EXCLUDED","2a no test file in diff","Interface list cleanup (typos, missing choice, ordering)"
"20379","2025-09-29T17:30:43Z",,"EXCLUDED","4d not closed-as-completed","Cannot reassign out-of-Band IP address for the parent device"
"20419","2025-09-29T16:14:17Z","20445","EXCLUDED","2a no test file in diff","Export button on IP Prefix page does not export."
"20135","2025-09-29T16:07:24Z",,"EXCLUDED","4d not closed-as-completed","Issue when adding VLANs to an interface (tagged mode)"
"20356","2025-09-29T13:27:38Z",,"EXCLUDED","4d not closed-as-completed","Jinja2 method for updateing or changing DB objects and files via rendered config template"
"18702","2025-09-28T04:03:35Z",,"EXCLUDED","4d not closed-as-completed","LookupError at /admin/plugins/installed-plugins/ when using plugins with dots in their name"
"19576","2025-09-27T04:03:31Z",,"EXCLUDED","4d not closed-as-completed","Tracing yields ZeroDivisionError after Deleting a Rear Port"
"20436","2025-09-26T22:22:38Z",,"EXCLUDED","4d not closed-as-completed","Bulk deletions do not respect filter applied to view"
"20390","2025-09-22T11:15:54Z","20393","EXCLUDED","2a no test file in diff","Pagination dropdown consumes all horizontal space"
"20395","2025-09-22T05:47:33Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","500 when updating devices via PATCH /api/dcim/devices"
"19565","2025-09-21T04:03:30Z",,"EXCLUDED","4d not closed-as-completed","Minor: Cant unselect sorting when zoomed in browser"
"20398","2025-09-19T20:13:48Z","20401","EXCLUDED","2a no test file in diff","Min/max validation failures for numeric fields is misleading"
"20253","2025-09-19T14:52:04Z","20288","EXCLUDED","2a no test file in diff","GraphQL filter location list by contacts"
"20375","2025-09-18T19:08:51Z","20387","EXCLUDED","2a no test file in diff","Bulk edit with filter applies to all Virtual Machines"
"20362","2025-09-16T12:10:07Z",,"EXCLUDED","4d not closed-as-completed","Change to the ordering of 'add_button' parameters broke fix #19990"
"20298","2025-09-15T23:49:44Z","20359","EXCLUDED","2a no test file in diff","Add placeholder image thumbnail if image loading error"
"20342","2025-09-15T18:37:03Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","createsuperuser management command fails"
"20327","2025-09-15T17:04:57Z","20346","SURVIVOR","","API requests that fetch a larger number of devices are very slow when using config contexts"
"20236","2025-09-12T22:41:50Z","20315","SURVIVOR","","New image attachment index breaks if image name contains a slash"
"20197","2025-09-12T13:53:09Z","20337","EXCLUDED","2a no test file in diff","Interface parent virtual chassis validation error"
"20336","2025-09-12T12:16:59Z",,"EXCLUDED","4d not closed-as-completed","Prerequisite - Add Link"
"20331","2025-09-11T21:49:55Z",,"EXCLUDED","4d not closed-as-completed","IndexError during reindex command when ImageAttachment filenames contain forward slashes"
"20329","2025-09-11T20:28:08Z","20330","EXCLUDED","2a no test file in diff","`InconsistentMigrationHistory` raised when migrating from v4.3.7"
"19519","2025-09-11T19:30:48Z",,"EXCLUDED","4d not closed-as-completed","NetBox superuser cannot access System or Plugins pages without Staff status"
"20242","2025-09-11T15:46:05Z","20322","EXCLUDED","2a no test file in diff","Event Rule on MACAddress - Custom Script fail with error"
"20317","2025-09-11T12:19:41Z",,"EXCLUDED","4d not closed-as-completed","The warning for creating a virtual circuit type has a broken link"
"20275","2025-09-10T19:46:09Z",,"EXCLUDED","4d not closed-as-completed","Legacy actions for views no longer working in NetBox 4.4.0"
"20272","2025-09-10T17:00:23Z","20291","EXCLUDED","2a no test file in diff","ConfigContext doesn't evaluate parent locations"
"20217","2025-09-09T19:33:12Z","20261","EXCLUDED","2a no test file in diff","VLAN Groups show ""0 VLANS Available"" following a range if the last VLAN in the range exists"
"20264","2025-09-08T17:53:17Z","20280","EXCLUDED","2a no test file in diff","PluginTable: `title_long` column drops plugin icon"
"19744","2025-09-08T17:40:21Z","20267","EXCLUDED","2a no test file in diff","Unable to sort plugins list by Active column"
"19729","2025-09-08T14:51:03Z","20289","EXCLUDED","2a no test file in diff","GraphQL interface filter 'kind' no longer works since 4.3"
"20215","2025-09-08T13:25:51Z","20274","EXCLUDED","2a no test file in diff","GraphQL ConfigContextFilter requires fields in filter"
"19851","2025-09-05T21:59:39Z","20273","EXCLUDED","2a no test file in diff","'WirelessLANImportForm' has no field named 'scope'."
"20282","2025-09-05T20:26:13Z","20283","EXCLUDED","2a no test file in diff","Fix styling of prerequisite objects warning"
"20252","2025-09-05T20:10:25Z","20279","EXCLUDED","2a no test file in diff","Duplicate Add buttons on child object list views"
"20221","2025-09-05T19:54:26Z","20276","SURVIVOR","","JSON custom field with default value `{}` is set as `null`"
"20258","2025-09-05T19:07:13Z","20278","EXCLUDED","2a no test file in diff","Minor UI typos in InventoryItem bulk import, ContactGroup bulk edit, and RQ worker template"
"20260","2025-09-05T14:58:08Z",,"EXCLUDED","4d not closed-as-completed","ICU error when running upgrade.sh"
"20234","2025-09-05T13:01:29Z","20268","EXCLUDED","2a no test file in diff","Add button broken for ""Before you can add a power feed you must first create a power panel."""
"20227","2025-09-05T12:05:37Z","20256","EXCLUDED","2a no test file in diff","markdown syntax not rendering consistently in comments"
"19896","2025-09-04T23:10:06Z","20207","EXCLUDED","2a no test file in diff","Min/max values for decimal custom fields must be an integer"
"20238","2025-09-04T20:42:14Z","20257","EXCLUDED","2a no test file in diff","Tunnel Termination Bulk Import fails when importing outside_ip"
"19811","2025-09-04T16:44:54Z",,"EXCLUDED","4d not closed-as-completed","No longer possible to get a list of objects by ID in GraphQL API (Netbox 4.3)"
"20223","2025-09-02T17:25:53Z",,"EXCLUDED","4d not closed-as-completed","platform.manufacturer and device_type.manufacturer must be the same"
"20218","2025-09-02T16:08:11Z",,"EXCLUDED","4d not closed-as-completed","5G Interface cannot be connected to as a Termination A part of a circuit."
"20216","2025-09-02T15:55:07Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Journal  search and custom field"
"20184","2025-08-29T14:22:18Z",,"EXCLUDED","4d not closed-as-completed","AWS_STORAGE_BUCKET_NAME env variable ignored when using S3 storage (using MinIO)"
"20199","2025-08-28T18:39:06Z",,"EXCLUDED","4d not closed-as-completed","REST API - can't change mode of tagged Interface to ""access"" or null"
"20154","2025-08-28T16:43:29Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Device missing changelog message"
"18916","2025-08-26T15:47:22Z","20177","EXCLUDED","2a no test file in diff","DynamicModelChoiceField doesn't render error message on submit"
"20159","2025-08-25T18:50:11Z",,"EXCLUDED","4d not closed-as-completed","DynamicModelChoiceField does not propagate required error in UI"
"20164","2025-08-25T18:38:32Z","20171","EXCLUDED","2a no test file in diff","Adding Power outlets in bulk"
"19970","2025-08-25T18:33:43Z","20141","EXCLUDED","2a no test file in diff","hierarchical device role does not report device count correctly"
"20120","2025-08-25T12:57:36Z","20166","EXCLUDED","2a no test file in diff","/api/core/background-tasks/ returns TypeError"
"18606","2025-08-25T04:07:26Z",,"EXCLUDED","4d not closed-as-completed","UI Racks Table View Performance Scaling Problem - Loading time increases with large number of racks - django N+1 query issue"
"20157","2025-08-22T23:13:25Z","20167","EXCLUDED","2a no test file in diff","Internal Server Error when using a user group in a notification group used for object change notifications"
"18749","2025-08-22T04:03:34Z",,"EXCLUDED","4d not closed-as-completed","Swagger: Bulk Delete of IPAddress"
"20043","2025-08-21T16:09:45Z","20139","EXCLUDED","2a no test file in diff","Rack elevation images override page styling when loading in"
"20091","2025-08-21T15:09:39Z",,"EXCLUDED","4d not closed-as-completed","/dcim/sites/ Columns Missing After Upgrade from  4.2.6 to 4.3.6."
"20012","2025-08-21T14:27:02Z","20072","SURVIVOR","","Custom fields of type 'object' don't work with 'empty' filter expression"
"20073","2025-08-20T18:26:25Z",,"EXCLUDED","4d not closed-as-completed","HTML injection in Custom Field Choice description field allows content spoofing"
"20137","2025-08-20T17:58:17Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","`get_for_model()` method on ObjectType manager does not reliably resolve instances to classes"
"19669","2025-08-15T20:22:04Z","20046","EXCLUDED","2a no test file in diff","Media assets not reachable anymore through api requests since media requires Authentication"
"19645","2025-08-15T18:54:19Z","20041","SURVIVOR","","VC Member Interfaces Missing from Cable Add View"
"20098","2025-08-15T18:34:22Z","20099","EXCLUDED","2a no test file in diff","AttributeError during Tag Bulk Import"
"19909","2025-08-15T04:24:51Z",,"EXCLUDED","4d not closed-as-completed","An exception when attempting to view IP addresses filtered by a specific VRF."
"19997","2025-08-13T12:11:26Z",,"EXCLUDED","4d not closed-as-completed","Keywordlookup not working"
"20056","2025-08-11T17:40:02Z","20071","EXCLUDED","2a no test file in diff","RF-Role missing in `generated_schema.json`"
"19596","2025-08-11T13:07:00Z",,"EXCLUDED","4d not closed-as-completed","Image attachments cause weird horizontal scrolling"
"20023","2025-08-08T19:14:57Z","20059","EXCLUDED","2a no test file in diff","Deleting prefixes with large number of children (Performance)"
"19996","2025-08-08T13:52:04Z","20040","EXCLUDED","2a no test file in diff","IP filter for service add form"
"19998","2025-08-08T10:17:32Z","20026","EXCLUDED","2a no test file in diff","No changelogs entry for deleted tags"
"19988","2025-08-08T00:51:16Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Cannot delete an ObjectType"
"20033","2025-08-08T00:29:11Z","20034","EXCLUDED","2a no test file in diff","Bulk deletion of bookmarks raises TypeError exception"
"20045","2025-08-07T20:40:57Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Conflicting migrations detected"
"19379","2025-08-07T12:56:08Z","20024","SURVIVOR","","Unable to specify single VLAN IDs in range when creating a VLAN group"
"20028","2025-08-07T12:20:49Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Bulk delete buton missing from user notifications view"
"20030","2025-08-06T20:49:53Z","20036","EXCLUDED","2a no test file in diff","Increased button sizes since v4.3.4 causing visual oddities"
"19999","2025-08-06T19:08:57Z","20021","SURVIVOR","","Bad formatting with Script list widget in dashboard"
"19986","2025-08-05T12:26:50Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Plugin list view buttons not working (url wrong)"
"19812","2025-08-04T22:16:21Z","20015","EXCLUDED","2a no test file in diff","No longer possible to query for prefixes or IP ranges containing another prefix via graphql (Netbox 4.3)"
"20017","2025-08-04T21:27:40Z","20018","EXCLUDED","2a no test file in diff","changelog: pre/post data change color does not take into account scrollbar"
"19917","2025-08-04T14:15:06Z","19961","EXCLUDED","2a no test file in diff","Inconsistent data being returned from new dcim.mac_addresses endpoint"
"20009","2025-08-04T13:12:50Z","20010","EXCLUDED","2a no test file in diff","DOM-based XSS vulnerability in search export link"
"19987","2025-08-01T19:20:15Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Changelog message appears on delete confirmation dialog even if not a change logged model"
"20007","2025-08-01T19:12:34Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Trying to Migrate a branch generates django.db.utils.ProgrammingError"
"20006","2025-08-01T19:12:27Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Changes in branch shown in main"
"20001","2025-08-01T18:31:51Z","20002","EXCLUDED","2a no test file in diff","`is_api_request()` returns False if content type is not set to ""application/json"""
"19321","2025-08-01T14:23:59Z","19993","SURVIVOR","","Bulk importing devices extremely slow"
"19848","2025-08-01T12:35:21Z",,"EXCLUDED","4d not closed-as-completed","SyncError(""Fetching remote data failed (KeyError): (b'core',)"")"
"19985","2025-07-31T19:10:25Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Migration changed name causing migration conflict"
"19874","2025-07-31T16:15:14Z",,"EXCLUDED","4d not closed-as-completed","Scripts endpoint not working after v4.3.3 upgrade (from 4.2.6)"
"19886","2025-07-30T04:30:56Z",,"EXCLUDED","4d not closed-as-completed","Reset of dashboard causes type error"
"18900","2025-07-29T16:49:38Z","19943","SURVIVOR","","The REST API paginator should raise an exception if attempting to paginate an unordered queryset"
"19956","2025-07-28T13:49:09Z","19957","SURVIVOR","","Deleting nested device roles in bulk via REST API results in duplicate change records"
"19954","2025-07-25T15:45:30Z",,"EXCLUDED","4d not closed-as-completed","Rack preview shows always images and labels"
"19952","2025-07-25T15:31:18Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Change Log Request IDs not opening"
"19911","2025-07-24T16:04:56Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Bulk editing device components does not redirect to original view"
"19934","2025-07-23T20:41:01Z","19937","SURVIVOR","","Description field missing from tenant bulk edit form"
"19916","2025-07-23T12:45:41Z","19936","EXCLUDED","2a no test file in diff","Rack Elevation Image/Label Drop-down Does Nothing"
"19935","2025-07-23T12:30:04Z",,"EXCLUDED","4d not closed-as-completed","Port description from device type not appear on new device"
"19929","2025-07-22T17:18:40Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Parent device missing in IP Addresses table"
"19798","2025-07-16T04:26:48Z",,"EXCLUDED","4d not closed-as-completed","""ManyToManyField with through and restrict() returns no results for related model from another plugin"""
"18626","2025-07-16T04:15:32Z",,"EXCLUDED","4d not closed-as-completed","Missing api documentation for ""POST /api/extras/scripts/"""
"19633","2025-07-15T15:25:26Z","19885","SURVIVOR","","process_event_rules() broke all events when condition evaluation contains None values."
"19876","2025-07-15T14:55:27Z","19877","EXCLUDED","2a no test file in diff","Markdown filter incorrectly applied to the `description` field for custom field choice sets"
"19839","2025-07-15T12:42:45Z","19860","EXCLUDED","2a no test file in diff","Export function does not export parent relations"
"19413","2025-07-15T12:41:40Z","19881","EXCLUDED","2a no test file in diff","Filter tab: Custom fields are not grouped"
"19828","2025-07-14T19:42:54Z","19879","EXCLUDED","2a no test file in diff","GraphQL: expose L2VPN termination in interface"
"19800","2025-07-14T19:22:53Z","19803","SURVIVOR","","Module type import does not assign profile"
"19750","2025-07-14T19:22:52Z",,"EXCLUDED","4d not closed-as-completed","no cluster list with a large number of virtual servers"
"19866","2025-07-14T16:40:41Z",,"EXCLUDED","4d not closed-as-completed","RSS widget can no longer display atom feed correctly"
"19864","2025-07-14T16:26:23Z",,"EXCLUDED","4d not closed-as-completed","Long Lists Not Available for Selection through GUI"
"19861","2025-07-14T16:20:07Z",,"EXCLUDED","4d not closed-as-completed","Webhook not fired for the cable object when a device is deleted"
"19827","2025-07-14T16:13:45Z","19859","SURVIVOR","","Unique device role"
"19875","2025-07-14T15:04:09Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Replacing M2M values in a branch causes conflicts"
"19785","2025-07-10T18:54:55Z",,"EXCLUDED","4d not closed-as-completed","Event Rule Condition Issue"
"19850","2025-07-10T15:38:01Z",,"EXCLUDED","4d not closed-as-completed","GraphQL PrefixFilter prefix:contains doesn't work anymore"
"19855","2025-07-10T15:30:41Z",,"EXCLUDED","4d not closed-as-completed","Can't remove a user which have audit logs"
"19809","2025-07-10T06:22:31Z",,"EXCLUDED","4d not closed-as-completed","exception when reassign oob ip for a device."
"19833","2025-07-08T15:39:21Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","argument of type 'NoneType' is not iterable"
"19806","2025-07-02T19:02:50Z","19807","SURVIVOR","","No entry point exists to mark a background job as failed"
"18727","2025-06-29T04:13:39Z",,"EXCLUDED","4d not closed-as-completed","Query for advanced object selector does not use query_params defined on input"
"19745","2025-06-26T16:09:16Z","19756","SURVIVOR","","Cannot import Service with IP address and parent object"
"19640","2025-06-26T16:00:58Z","19712","EXCLUDED","2a no test file in diff","GraphQL: Filtering FHRP group assignments by device/VM is not available"
"19644","2025-06-25T19:00:27Z","19651","EXCLUDED","2a no test file in diff","Atomic transactions go to default database by default"
"19754","2025-06-24T15:24:58Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","plugins install but not reacheable"
"19683","2025-06-24T04:24:39Z",,"EXCLUDED","4d not closed-as-completed","Changing an IP range over reserved IP addresses is not blocked"
"19686","2025-06-24T04:24:37Z",,"EXCLUDED","4d not closed-as-completed","Trying to switch pages in rack elevations throws error: htmx:targetError"
"19711","2025-06-23T14:44:24Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Quick Add for MAC address doesn't work in my browsers"
"19748","2025-06-23T13:43:12Z",,"EXCLUDED","4d not closed-as-completed","Front port ""knows"" interface at other end of the cable, but interface doesn't know the front port back"
"18665","2025-06-22T04:10:42Z",,"EXCLUDED","4d not closed-as-completed","OpenAPI Model error for Interface Traces"
"19702","2025-06-19T13:41:41Z","19709","EXCLUDED","2a no test file in diff","Deleting a ""Notification Group"" causes Server Error ""NotificationGroup matching query does not exist"" in the Event Rule edit view"
"18638","2025-06-19T04:08:34Z",,"EXCLUDED","4d not closed-as-completed","Text input suggestion dropdowns are invisible in Firefox"
"19708","2025-06-16T12:48:55Z",,"EXCLUDED","4d not closed-as-completed","Cannot add/edit Scripts"
"19529","2025-06-16T12:17:39Z","19698","EXCLUDED","2a no test file in diff","CLI script invocation is broken in NetBox 4.3.1"
"19666","2025-06-15T16:15:25Z",,"EXCLUDED","4d not closed-as-completed","/dcim/sites throws error after upgrade to 4.3.1"
"19655","2025-06-13T21:54:08Z",,"EXCLUDED","4d not closed-as-completed","Custom scripts in symlinked path don't work"
"19700","2025-06-13T21:34:49Z",,"EXCLUDED","4d not closed-as-completed","Webhook {{data}} no longer supports tojson"
"19680","2025-06-13T21:09:00Z","19681","SURVIVOR","","ObjectChange incorrect ordering for GenericRelation references"
